FIR_Date,Latitude,Longitude,CrimeGroup_Name,Year,Month,Day,DayOfWeek,grid
2023-05-07,16.1867298,75.70550444, CYBER CRIME,2023,5,7,6,"(65,34)"
2023-06-23,16.23169608,75.69614, CYBER CRIME,2023,6,23,4,"(66,34)"
2023-06-24,16.18672488,75.64931781, CYBER CRIME,2023,6,24,5,"(65,33)"
2023-07-04,16.18673,75.69539084, CYBER CRIME,2023,7,4,1,"(65,34)"
2023-07-06,16.18673,75.69693598, CYBER CRIME,2023,7,6,3,"(65,34)"
2023-07-08,16.6363908,75.69614, CYBER CRIME,2023,7,8,5,"(71,34)"
2023-07-08,16.18672816,75.72423332, CYBER CRIME,2023,7,8,5,"(65,35)"
2023-07-24,16.21370965,75.69614, CYBER CRIME,2023,7,24,0,"(65,34)"
2023-07-26,16.18673,75.69548449, CYBER CRIME,2023,7,26,2,"(65,34)"
2023-08-28,16.18647903,76.02389507, CYBER CRIME,2023,8,28,0,"(65,41)"
2023-09-30,16.18672672,75.65868225, CYBER CRIME,2023,9,30,5,"(65,34)"
2023-10-19,16.586202,75.281613, CYBER CRIME,2023,10,19,3,"(70,26)"
2023-10-21,16.18613,75.584441, CYBER CRIME,2023,10,21,5,"(65,32)"
2023-10-21,16.387995,75.110345, CYBER CRIME,2023,10,21,5,"(68,23)"
2023-11-07,16.171916,75.858544, CYBER CRIME,2023,11,7,1,"(65,38)"
2023-11-14,16.147435,75.727246, CYBER CRIME,2023,11,14,1,"(65,35)"
2023-11-23,16.191201,75.710631, CYBER CRIME,2023,11,23,3,"(65,35)"
2023-12-10,16.493294,75.15515, CYBER CRIME,2023,12,10,6,"(69,23)"
2023-12-10,16.503007,75.293437, CYBER CRIME,2023,12,10,6,"(69,26)"
2023-12-27,16.505467,75.67656, CYBER CRIME,2023,12,27,2,"(69,34)"
2023-12-27,16.19092,75.705131, CYBER CRIME,2023,12,27,2,"(65,34)"
2023-12-30,16.281469,75.627512, CYBER CRIME,2023,12,30,5,"(66,33)"
2024-01-07,16.179562,75.698974, CYBER CRIME,2024,1,7,6,"(65,34)"
2024-01-17,16.252816,75.254291, CYBER CRIME,2024,1,17,2,"(66,25)"
2024-03-04,16.179243,75.694584, CYBER CRIME,2024,3,4,0,"(65,34)"
2017-10-04,16.18662162,75.91152201, CYBER CRIME,2017,10,4,2,"(65,39)"
2023-07-16,16.1866839,75.83660656, CYBER CRIME,2023,7,16,6,"(65,37)"
2023-08-08,16.169683,75.687066, CYBER CRIME,2023,8,8,1,"(65,34)"
2020-05-08,16.27666216,75.69614, CYBER CRIME,2020,5,8,4,"(66,34)"
2023-09-17,16.472189,75.153557, CYBER CRIME,2023,9,17,6,"(69,23)"
2019-01-23,16.346978,75.622086, CYBER CRIME,2019,1,23,2,"(67,33)"
2016-05-23,16.18672816,75.72423332, CYBER CRIME,2016,5,23,0,"(65,35)"
2017-02-07,16.18672918,75.71486888, CYBER CRIME,2017,2,7,1,"(65,35)"
2018-04-08,16.18673,75.69614, CYBER CRIME,2018,4,8,6,"(65,34)"
2023-01-16,16.80524729,75.72686442, CYBER CRIME,2023,1,16,0,"(73,35)"
2023-09-18,16.80524729,75.72686442, CYBER CRIME,2023,9,18,0,"(73,35)"
2023-11-07,16.303466,75.172536, CYBER CRIME,2023,11,7,1,"(67,24)"
2023-12-05,16.206873,75.497565, CYBER CRIME,2023,12,5,1,"(65,30)"
2016-03-20,16.19122661,75.69614, CYBER CRIME,2016,3,20,6,"(65,34)"
2023-10-06,16.132433,75.411708, CYBER CRIME,2023,10,6,4,"(64,29)"
2024-01-08,16.328404,75.298156, CYBER CRIME,2024,1,8,0,"(67,26)"
2020-03-03,16.18672488,75.64931781, CYBER CRIME,2020,3,3,1,"(65,33)"
2024-01-12,16.165619,75.661483, CYBER CRIME,2024,1,12,4,"(65,34)"
2016-10-13,16.47739017,75.18871919, CYBER CRIME,2016,10,13,3,"(69,24)"
2024-01-16,16.283348,75.063721, CYBER CRIME,2024,1,16,1,"(66,22)"
2023-01-16,15.14574981,76.92682684, CYBER CRIME,2023,1,16,0,"(51,59)"
2018-11-15,15.14575,76.91657832, CYBER CRIME,2018,11,15,3,"(51,59)"
2018-11-17,15.14574694,76.95477737, CYBER CRIME,2018,11,17,5,"(51,60)"
2018-11-17,15.14574694,76.88024263, CYBER CRIME,2018,11,17,5,"(51,58)"
2018-12-20,15.11877035,76.91751, CYBER CRIME,2018,12,20,3,"(51,59)"
2019-03-31,15.14574981,76.92682684, CYBER CRIME,2019,3,31,6,"(51,59)"
2019-05-02,15.14574924,76.93614369, CYBER CRIME,2019,5,2,3,"(51,59)"
2019-05-10,15.14574981,76.92682684, CYBER CRIME,2019,5,10,4,"(51,59)"
2019-05-10,15.14575,76.91806901, CYBER CRIME,2019,5,10,4,"(51,59)"
2019-05-10,15.14633456,76.91751, CYBER CRIME,2019,5,10,4,"(51,59)"
2019-05-15,15.14574924,76.89887631, CYBER CRIME,2019,5,15,2,"(51,58)"
2019-05-15,15.14574924,76.89887631, CYBER CRIME,2019,5,15,2,"(51,58)"
2019-05-19,15.10078392,76.91751, CYBER CRIME,2019,5,19,6,"(51,59)"
2019-05-20,15.14575,76.91680192, CYBER CRIME,2019,5,20,0,"(51,59)"
2019-05-21,15.14574924,76.89887631, CYBER CRIME,2019,5,21,1,"(51,58)"
2019-06-02,15.14551597,76.59142074, CYBER CRIME,2019,6,2,6,"(51,52)"
2019-06-04,15.14557806,77.19701514, CYBER CRIME,2019,6,4,1,"(51,64)"
2019-06-04,15.12776357,76.91751, CYBER CRIME,2019,6,4,1,"(51,59)"
2019-06-04,15.14575,76.91695099, CYBER CRIME,2019,6,4,1,"(51,59)"
2019-06-05,15.14557806,77.19701514, CYBER CRIME,2019,6,5,2,"(51,64)"
2019-06-06,15.14575,76.91695099, CYBER CRIME,2019,6,6,3,"(51,59)"
2019-06-08,15.15474322,76.91751, CYBER CRIME,2019,6,8,5,"(51,59)"
2019-06-08,15.14575,76.91690441, CYBER CRIME,2019,6,8,5,"(51,59)"
2019-06-19,15.14575,76.91811559, CYBER CRIME,2019,6,19,2,"(51,59)"
2019-06-22,15.14574522,76.87092579, CYBER CRIME,2019,6,22,5,"(51,58)"
2019-07-01,15.14574064,76.8522921, CYBER CRIME,2019,7,1,0,"(51,57)"
2019-07-24,15.01085176,76.91751, CYBER CRIME,2019,7,24,2,"(49,59)"
2019-08-05,15.14574828,76.94546053, CYBER CRIME,2019,8,5,0,"(51,59)"
2019-08-08,15.14624463,76.91751, CYBER CRIME,2019,8,8,3,"(51,59)"
2019-08-10,15.14574064,76.9827279, CYBER CRIME,2019,8,10,5,"(51,60)"
2019-08-17,15.11877035,76.91751, CYBER CRIME,2019,8,17,5,"(51,59)"
2019-08-30,15.14575,76.91639198, CYBER CRIME,2019,8,30,4,"(51,59)"
2019-08-30,15.15474322,76.91751, CYBER CRIME,2019,8,30,4,"(51,59)"
2019-08-31,15.14557806,76.63800486, CYBER CRIME,2019,8,31,5,"(51,53)"
2019-09-05,15.14574981,76.92682684, CYBER CRIME,2019,9,5,3,"(51,59)"
2019-09-10,15.14673925,76.91751, CYBER CRIME,2019,9,10,1,"(51,59)"
2019-09-14,15.1816957,76.62896071, CYBER CRIME,2019,9,14,5,"(52,53)"
2019-09-21,15.14574522,76.87092579, CYBER CRIME,2019,9,21,5,"(51,58)"
2019-10-03,15.14575,76.91695099, CYBER CRIME,2019,10,3,3,"(51,59)"
2019-10-04,15.14574312,76.86160894, CYBER CRIME,2019,10,4,4,"(51,58)"
2019-10-06,15.14574522,76.87092579, CYBER CRIME,2019,10,6,6,"(51,58)"
2019-10-14,15.1456306,77.15043099, CYBER CRIME,2019,10,14,0,"(51,63)"
2019-10-14,15.1452724,76.45166855, CYBER CRIME,2019,10,14,0,"(51,49)"
2019-10-16,15.12776357,76.91751, CYBER CRIME,2019,10,16,2,"(51,59)"
2019-10-18,15.14574694,76.95477737, CYBER CRIME,2019,10,18,4,"(51,60)"
2019-10-18,15.17272965,76.91751, CYBER CRIME,2019,10,18,4,"(51,59)"
2019-10-19,15.14574924,76.89887631, CYBER CRIME,2019,10,19,5,"(51,58)"
2019-10-21,15.14574522,76.87092579, CYBER CRIME,2019,10,21,0,"(51,58)"
2019-10-25,15.14551597,76.59142074, CYBER CRIME,2019,10,25,4,"(51,52)"
2019-10-29,15.14575,76.91812491, CYBER CRIME,2019,10,29,1,"(51,59)"
2019-11-01,15.14574981,76.90819316, CYBER CRIME,2019,11,1,4,"(51,59)"
2019-11-02,15.1456881,77.08521314, CYBER CRIME,2019,11,2,5,"(51,62)"
2019-11-12,15.0917907,76.91751, CYBER CRIME,2019,11,12,1,"(50,59)"
2019-11-13,15.14575,76.91690441, CYBER CRIME,2019,11,13,2,"(51,59)"
2019-11-13,15.13675678,76.91751, CYBER CRIME,2019,11,13,2,"(51,59)"
2019-11-27,15.14574694,76.95477737, CYBER CRIME,2019,11,27,2,"(51,60)"
2019-12-04,15.14574828,76.88955947, CYBER CRIME,2019,12,4,2,"(51,58)"
2019-12-04,15.14557806,76.63800486, CYBER CRIME,2019,12,4,2,"(51,53)"
2019-12-04,15.14550241,76.58210391, CYBER CRIME,2019,12,4,2,"(51,52)"
2019-12-10,15.14557806,76.63800486, CYBER CRIME,2019,12,10,1,"(51,53)"
2019-12-10,15.14554196,76.61005438, CYBER CRIME,2019,12,10,1,"(51,53)"
2019-12-12,15.41554648,76.91751, CYBER CRIME,2019,12,12,3,"(55,59)"
2019-12-12,15.14550241,76.58210391, CYBER CRIME,2019,12,12,3,"(51,52)"
2019-12-13,15.14575,76.91695099, CYBER CRIME,2019,12,13,4,"(51,59)"
2019-12-13,15.14570702,77.05726263, CYBER CRIME,2019,12,13,4,"(51,62)"
2019-12-16,15.41554648,76.91751, CYBER CRIME,2019,12,16,0,"(55,59)"
2019-12-17,15.14574924,76.89887631, CYBER CRIME,2019,12,17,1,"(51,58)"
2019-12-27,14.87595352,76.91751, CYBER CRIME,2019,12,27,4,"(48,59)"
2020-01-03,15.14575,76.91690441, CYBER CRIME,2020,1,3,4,"(51,59)"
2020-01-03,15.1452724,76.45166855, CYBER CRIME,2020,1,3,4,"(51,49)"
2020-01-06,15.14575,76.91844168, CYBER CRIME,2020,1,6,0,"(51,59)"
2020-01-11,15.14628959,76.91751, CYBER CRIME,2020,1,11,5,"(51,59)"
2020-01-11,15.14575,76.91695099, CYBER CRIME,2020,1,11,5,"(51,59)"
2020-01-12,15.14575,76.91657832, CYBER CRIME,2020,1,12,6,"(51,59)"
2020-01-17,15.14574522,76.87092579, CYBER CRIME,2020,1,17,4,"(51,58)"
2020-01-18,15.14575,76.91690441, CYBER CRIME,2020,1,18,5,"(51,59)"
2020-01-21,15.14574924,76.89887631, CYBER CRIME,2020,1,21,1,"(51,58)"
2020-02-14,15.14574924,76.93614369, CYBER CRIME,2020,2,14,4,"(51,59)"
2020-02-19,15.14575,76.91806901, CYBER CRIME,2020,2,19,2,"(51,59)"
2020-02-24,15.15474322,76.91751, CYBER CRIME,2020,2,24,0,"(51,59)"
2020-03-21,15.14574694,76.95477737, CYBER CRIME,2020,3,21,5,"(51,60)"
2020-04-16,15.14574828,76.88955947, CYBER CRIME,2020,4,16,3,"(51,58)"
2020-05-29,15.14574522,76.96409421, CYBER CRIME,2020,5,29,4,"(51,60)"
2020-06-09,15.14547414,76.56347027, CYBER CRIME,2020,6,9,1,"(51,52)"
2020-07-15,15.14575,76.91690441, CYBER CRIME,2020,7,15,2,"(51,59)"
2020-07-17,15.16373643,76.91751, CYBER CRIME,2020,7,17,4,"(51,59)"
2020-07-29,15.14573777,76.99204474, CYBER CRIME,2020,7,29,2,"(51,60)"
2020-07-30,15.14574999,76.91583297, CYBER CRIME,2020,7,30,3,"(51,59)"
2020-08-03,15.14557806,76.63800486, CYBER CRIME,2020,8,3,0,"(51,53)"
2020-08-07,15.14575,76.91690441, CYBER CRIME,2020,8,7,4,"(51,59)"
2020-08-09,15.14574694,76.95477737, CYBER CRIME,2020,8,9,6,"(51,60)"
2020-08-11,15.14633456,76.91751, CYBER CRIME,2020,8,11,1,"(51,59)"
2020-08-18,15.14574999,76.91583297, CYBER CRIME,2020,8,18,1,"(51,59)"
2020-08-25,15.1456306,77.15043099, CYBER CRIME,2020,8,25,1,"(51,63)"
2020-08-27,15.14557806,77.19701514, CYBER CRIME,2020,8,27,3,"(51,64)"
2020-09-01,15.14575,76.91810628, CYBER CRIME,2020,9,1,1,"(51,59)"
2020-09-05,15.41554648,76.91751, CYBER CRIME,2020,9,5,5,"(55,59)"
2020-09-30,15.19071608,76.91751, CYBER CRIME,2020,9,30,2,"(52,59)"
2020-10-08,15.14574694,76.88024263, CYBER CRIME,2020,10,8,3,"(51,58)"
2020-10-31,15.14574064,76.9827279, CYBER CRIME,2020,10,31,5,"(51,60)"
2020-11-02,15.45151935,76.91751, CYBER CRIME,2020,11,2,0,"(55,59)"
2020-11-02,15.14574924,76.89887631, CYBER CRIME,2020,11,2,0,"(51,58)"
2020-11-03,15.14575,76.91625223, CYBER CRIME,2020,11,3,1,"(51,59)"
2020-11-04,15.145413,76.52620301, CYBER CRIME,2020,11,4,2,"(51,51)"
2020-11-19,15.14575,76.91639198, CYBER CRIME,2020,11,19,3,"(51,59)"
2020-11-20,14.93890603,76.91751, CYBER CRIME,2020,11,20,4,"(48,59)"
2020-11-20,15.14512047,76.91751, CYBER CRIME,2020,11,20,4,"(51,59)"
2020-11-30,15.12776357,76.91751, CYBER CRIME,2020,11,30,0,"(51,59)"
2020-12-13,15.16373643,76.91751, CYBER CRIME,2020,12,13,6,"(51,59)"
2020-12-15,15.14575,76.91695099, CYBER CRIME,2020,12,15,1,"(51,59)"
2020-12-15,15.14574522,76.87092579, CYBER CRIME,2020,12,15,1,"(51,58)"
2020-12-16,15.14575,76.91676465, CYBER CRIME,2020,12,16,2,"(51,59)"
2020-12-18,15.14570702,76.77775737, CYBER CRIME,2020,12,18,4,"(51,56)"
2020-12-23,14.781672,76.00026, CYBER CRIME,2020,12,23,2,"(46,40)"
2021-01-12,15.14574828,76.94546053, CYBER CRIME,2021,1,12,1,"(51,59)"
2021-01-28,15.14574828,76.88955947, CYBER CRIME,2021,1,28,3,"(51,58)"
2021-02-06,15.18088631,76.629613, CYBER CRIME,2021,2,6,5,"(52,53)"
2021-02-07,15.14574694,76.95477737, CYBER CRIME,2021,2,7,6,"(51,60)"
2021-02-10,15.14574522,76.96409421, CYBER CRIME,2021,2,10,2,"(51,60)"
2021-02-16,15.14575,76.91657832, CYBER CRIME,2021,2,16,1,"(51,59)"
2021-02-18,15.12776357,76.91751, CYBER CRIME,2021,2,18,3,"(51,59)"
2021-03-05,15.14575,76.91643856, CYBER CRIME,2021,3,5,4,"(51,59)"
2021-03-06,15.14575,76.91657832, CYBER CRIME,2021,3,6,5,"(51,59)"
2021-03-09,15.19071608,76.91751, CYBER CRIME,2021,3,9,1,"(52,59)"
2021-03-16,15.14574064,76.8522921, CYBER CRIME,2021,3,16,1,"(51,57)"
2021-03-17,15.14574694,76.95477737, CYBER CRIME,2021,3,17,2,"(51,60)"
2021-03-22,15.14575,76.91886094, CYBER CRIME,2021,3,22,0,"(51,59)"
2021-03-26,15.14574522,76.87092579, CYBER CRIME,2021,3,26,4,"(51,58)"
2021-03-26,15.14574924,76.93614369, CYBER CRIME,2021,3,26,4,"(51,59)"
2021-04-19,15.1452724,76.45166855, CYBER CRIME,2021,4,19,0,"(51,49)"
2021-04-20,15.14544433,76.54483664, CYBER CRIME,2021,4,20,1,"(51,51)"
2021-04-29,15.55044472,76.91751, CYBER CRIME,2021,4,29,3,"(57,59)"
2021-05-25,15.14557806,76.63800486, CYBER CRIME,2021,5,25,1,"(51,53)"
2021-06-18,15.14544433,76.54483664, CYBER CRIME,2021,6,18,4,"(51,51)"
2021-07-05,15.14575,76.91811559, CYBER CRIME,2021,7,5,0,"(51,59)"
2021-07-08,15.10078392,76.91751, CYBER CRIME,2021,7,8,3,"(51,59)"
2021-07-09,15.14575,76.91639198, CYBER CRIME,2021,7,9,4,"(51,59)"
2021-07-12,15.14574981,76.92682684, CYBER CRIME,2021,7,12,0,"(51,59)"
2021-07-13,15.14575,76.91611247, CYBER CRIME,2021,7,13,1,"(51,59)"
2021-07-23,15.14574522,76.87092579, CYBER CRIME,2021,7,23,4,"(51,58)"
2021-08-05,15.14467081,76.91751, CYBER CRIME,2021,8,5,3,"(51,59)"
2021-08-10,15.14557806,76.63800486, CYBER CRIME,2021,8,10,1,"(51,53)"
2021-08-16,15.14551597,76.59142074, CYBER CRIME,2021,8,16,0,"(51,52)"
2021-08-19,15.14557806,76.63800486, CYBER CRIME,2021,8,19,3,"(51,53)"
2021-08-24,15.16373643,76.91751, CYBER CRIME,2021,8,24,1,"(51,59)"
2021-08-26,15.1456306,77.15043099, CYBER CRIME,2021,8,26,3,"(51,63)"
2021-08-26,15.14575,76.91695099, CYBER CRIME,2021,8,26,3,"(51,59)"
2021-08-27,15.14574999,76.91583297, CYBER CRIME,2021,8,27,4,"(51,59)"
2021-09-01,15.1452724,77.38335145, CYBER CRIME,2021,9,1,2,"(51,68)"
2021-09-03,15.14574828,76.88955947, CYBER CRIME,2021,9,3,4,"(51,58)"
2021-09-06,15.14574312,76.97341106, CYBER CRIME,2021,9,6,0,"(51,60)"
2021-09-16,15.14574828,76.88955947, CYBER CRIME,2021,9,16,3,"(51,58)"
2021-09-20,15.14575,76.91806901, CYBER CRIME,2021,9,20,0,"(51,59)"
2021-09-23,15.14574522,76.87092579, CYBER CRIME,2021,9,23,3,"(51,58)"
2021-09-25,15.14574694,76.88024263, CYBER CRIME,2021,9,25,5,"(51,58)"
2021-09-30,15.5954108,76.91751, CYBER CRIME,2021,9,30,3,"(57,59)"
2021-10-13,15.5954108,76.91751, CYBER CRIME,2021,10,13,2,"(57,59)"
2021-10-16,14.6960892,76.91751, CYBER CRIME,2021,10,16,5,"(45,59)"
2021-10-25,15.12776357,76.91751, CYBER CRIME,2021,10,25,0,"(51,59)"
2021-11-04,15.14574924,76.93614369, CYBER CRIME,2021,11,4,3,"(51,59)"
2021-11-09,15.14575,76.91811559, CYBER CRIME,2021,11,9,1,"(51,59)"
2021-11-09,15.14575,76.91811559, CYBER CRIME,2021,11,9,1,"(51,59)"
2021-11-26,15.14575,76.91620564, CYBER CRIME,2021,11,26,4,"(51,59)"
2021-11-30,15.14574522,76.87092579, CYBER CRIME,2021,11,30,1,"(51,58)"
2021-12-06,15.14628959,76.91751, CYBER CRIME,2021,12,6,0,"(51,59)"
2021-12-10,15.14624463,76.91751, CYBER CRIME,2021,12,10,4,"(51,59)"
2021-12-15,15.14557806,76.63800486, CYBER CRIME,2021,12,15,2,"(51,53)"
2021-12-16,15.14453592,76.91751, CYBER CRIME,2021,12,16,3,"(51,59)"
2021-12-23,15.14575,76.91802243, CYBER CRIME,2021,12,23,3,"(51,59)"
2021-12-29,15.14575,76.91862802, CYBER CRIME,2021,12,29,2,"(51,59)"
2022-01-14,15.14575,76.91808764, CYBER CRIME,2022,1,14,4,"(51,59)"
2022-01-17,15.15474322,76.91751, CYBER CRIME,2022,1,17,0,"(51,59)"
2022-01-27,15.14575,76.91695099, CYBER CRIME,2022,1,27,3,"(51,59)"
2022-01-29,15.14503054,76.91751, CYBER CRIME,2022,1,29,5,"(51,59)"
2022-01-30,15.14521041,76.91751, CYBER CRIME,2022,1,30,6,"(51,59)"
2022-01-30,15.16373643,76.91751, CYBER CRIME,2022,1,30,6,"(51,59)"
2022-01-31,15.14574999,76.91583297, CYBER CRIME,2022,1,31,0,"(51,59)"
2022-02-07,15.03783141,76.91751, CYBER CRIME,2022,2,7,0,"(50,59)"
2022-02-10,15.14574694,76.95477737, CYBER CRIME,2022,2,10,3,"(51,60)"
2022-03-09,15.01085176,76.91751, CYBER CRIME,2022,3,9,2,"(49,59)"
2022-03-14,15.14551597,76.59142074, CYBER CRIME,2022,3,14,0,"(51,52)"
2022-03-16,15.14575,76.91806901, CYBER CRIME,2022,3,16,2,"(51,59)"
2022-03-30,15.1456306,77.15043099, CYBER CRIME,2022,3,30,2,"(51,63)"
2022-04-30,15.16373643,76.91751, CYBER CRIME,2022,4,30,5,"(51,59)"
2022-05-19,15.10977714,76.91751, CYBER CRIME,2022,5,19,3,"(51,59)"
2022-05-31,15.13675678,76.91751, CYBER CRIME,2022,5,31,1,"(51,59)"
2022-06-02,15.14575,76.91695099, CYBER CRIME,2022,6,2,3,"(51,59)"
2022-06-13,15.17272965,76.91751, CYBER CRIME,2022,6,13,0,"(51,59)"
2022-06-17,15.14574694,76.88024263, CYBER CRIME,2022,6,17,4,"(51,58)"
2022-06-24,15.14574694,76.95477737, CYBER CRIME,2022,6,24,4,"(51,60)"
2022-07-16,15.16373643,76.91751, CYBER CRIME,2022,7,16,5,"(51,59)"
2022-07-22,15.1456306,76.68458901, CYBER CRIME,2022,7,22,4,"(51,54)"
2022-08-03,15.14551597,76.59142074, CYBER CRIME,2022,8,3,2,"(51,52)"
2022-08-20,15.14574924,76.89887631, CYBER CRIME,2022,8,20,5,"(51,58)"
2022-08-23,15.14574924,76.89887631, CYBER CRIME,2022,8,23,1,"(51,58)"
2022-09-05,15.10977714,76.91751, CYBER CRIME,2022,9,5,0,"(51,59)"
2022-09-13,15.13675678,76.91751, CYBER CRIME,2022,9,13,1,"(51,59)"
2022-09-14,14.6960892,76.91751, CYBER CRIME,2022,9,14,2,"(45,59)"
2022-09-26,15.3705804,76.91751, CYBER CRIME,2022,9,26,0,"(54,59)"
2022-09-30,15.14574828,76.94546053, CYBER CRIME,2022,9,30,4,"(51,59)"
2022-10-18,15.14574694,76.95477737, CYBER CRIME,2022,10,18,1,"(51,60)"
2022-10-18,15.17272965,76.91751, CYBER CRIME,2022,10,18,1,"(51,59)"
2022-10-18,15.14575,76.91611247, CYBER CRIME,2022,10,18,1,"(51,59)"
2022-10-18,15.14574924,76.93614369, CYBER CRIME,2022,10,18,1,"(51,59)"
2022-10-21,15.18172286,76.91751, CYBER CRIME,2022,10,21,4,"(52,59)"
2022-11-01,15.16373643,76.91751, CYBER CRIME,2022,11,1,1,"(51,59)"
2022-11-04,15.14557806,76.63800486, CYBER CRIME,2022,11,4,4,"(51,53)"
2022-11-12,15.14574694,76.88024263, CYBER CRIME,2022,11,12,5,"(51,58)"
2022-11-25,15.14536314,76.49825258, CYBER CRIME,2022,11,25,4,"(51,50)"
