FIR_Date,Latitude,Longitude,CrimeGroup_Name,Year,Month,Day,DayOfWeek,grid
2019-06-07,16.251306,75.765976,RIOTS,2019,6,7,4,"(66,36)"
2019-11-24,16.217845,75.663285,RIOTS,2019,11,24,6,"(65,34)"
2020-01-18,16.274904,76.029491,RIOTS,2020,1,18,5,"(66,41)"
2020-01-23,16.316261,75.85678,RIOTS,2020,1,23,3,"(67,38)"
2020-01-24,16.274473,76.029543,RIOTS,2020,1,24,4,"(66,41)"
2020-02-17,16.207228,75.892822,RIOTS,2020,2,17,0,"(65,38)"
2020-02-17,16.206496,75.892818,RIOTS,2020,2,17,0,"(65,38)"
2020-06-07,16.230926,75.760742,RIOTS,2020,6,7,6,"(66,36)"
2020-06-07,16.231139,75.760804,RIOTS,2020,6,7,6,"(66,36)"
2020-07-28,16.14176392,75.69614,RIOTS,2020,7,28,1,"(64,34)"
2020-10-02,15.78203528,75.69614,RIOTS,2020,10,2,4,"(60,34)"
2021-06-17,16.101552,75.786251,RIOTS,2021,6,17,3,"(64,36)"
2021-06-17,16.096982,75.785201,RIOTS,2021,6,17,3,"(64,36)"
2021-06-24,16.289045,75.987872,RIOTS,2021,6,24,3,"(66,40)"
2021-08-07,16.213981,75.632826,RIOTS,2021,8,7,5,"(65,33)"
2021-08-07,16.211435,75.631193,RIOTS,2021,8,7,5,"(65,33)"
2021-10-15,16.145336,75.679687,RIOTS,2021,10,15,4,"(64,34)"
2022-01-06,16.3033714,76.26589151,RIOTS,2022,1,6,3,"(67,46)"
2022-01-20,16.187934,75.628077,RIOTS,2022,1,20,3,"(65,33)"
2022-02-12,16.224085,75.72173,RIOTS,2022,2,12,5,"(66,35)"
2022-09-05,16.18654561,75.97707298,RIOTS,2022,9,5,0,"(65,40)"
2022-10-22,16.1867005,75.58376675,RIOTS,2022,10,22,5,"(65,32)"
2022-12-08,16.15850299,75.80998352,RIOTS,2022,12,8,3,"(65,37)"
2022-12-09,16.15850299,75.80998352,RIOTS,2022,12,9,4,"(65,37)"
2022-12-26,16.18660195,75.93025086,RIOTS,2022,12,26,0,"(65,39)"
2023-02-06,16.18631513,76.11753914,RIOTS,2023,2,6,0,"(65,43)"
2023-02-21,16.267502,75.874009,RIOTS,2023,2,21,1,"(66,38)"
2023-04-13,16.2551,75.9841,RIOTS,2023,4,13,3,"(66,40)"
2023-04-14,16.1863686,76.08944594,RIOTS,2023,4,14,4,"(65,42)"
2023-06-28,16.18656938,75.95834414,RIOTS,2023,6,28,2,"(65,40)"
2023-09-22,15.93092,75.675011,RIOTS,2023,9,22,4,"(62,34)"
2023-11-29,16.304003,75.84884,RIOTS,2023,11,29,2,"(67,37)"
2016-07-04,16.172535,75.655721,RIOTS,2016,7,4,0,"(65,33)"
2016-07-04,16.172535,75.655721,RIOTS,2016,7,4,0,"(65,33)"
2017-02-25,16.172535,75.655721,RIOTS,2017,2,25,5,"(65,33)"
2017-04-22,16.172535,75.655721,RIOTS,2017,4,22,5,"(65,33)"
2017-06-12,16.172535,75.655721,RIOTS,2017,6,12,0,"(65,33)"
2018-03-07,16.172535,75.655721,RIOTS,2018,3,7,2,"(65,33)"
2018-07-12,16.172535,75.655721,RIOTS,2018,7,12,3,"(65,33)"
2019-05-31,16.185416,75.711154,RIOTS,2019,5,31,4,"(65,35)"
2021-10-31,16.21370965,75.69614,RIOTS,2021,10,31,6,"(65,34)"
2022-05-14,16.18672918,75.71486888,RIOTS,2022,5,14,5,"(65,35)"
2022-07-16,16.20471643,75.69614,RIOTS,2022,7,16,5,"(65,34)"
2022-10-25,16.18672816,75.72423332,RIOTS,2022,10,25,1,"(65,35)"
2023-03-07,16.193912,75.701132,RIOTS,2023,3,7,1,"(65,34)"
2023-04-12,16.1867298,75.70550444,RIOTS,2023,4,12,2,"(65,34)"
2023-05-25,16.181905,75.697758,RIOTS,2023,5,25,3,"(65,34)"
2023-07-09,16.189524,75.73284,RIOTS,2023,7,9,6,"(65,35)"
2023-07-09,16.18116,75.702658,RIOTS,2023,7,9,6,"(65,34)"
2023-07-18,16.185161,75.698245,RIOTS,2023,7,18,1,"(65,34)"
2023-10-14,16.185445,75.697822,RIOTS,2023,10,14,5,"(65,34)"
2023-11-20,16.190565,75.703322,RIOTS,2023,11,20,0,"(65,34)"
2023-12-26,16.18116,75.1557,RIOTS,2023,12,26,1,"(65,23)"
2024-01-27,16.182562,68.177512,RIOTS,2024,1,27,5,"(65,1)"
2016-01-01,16.16874357,75.69614,RIOTS,2016,1,1,4,"(65,34)"
2016-04-18,16.18672262,75.63995337,RIOTS,2016,4,18,0,"(65,33)"
2016-06-07,16.09679784,75.69614,RIOTS,2016,6,7,1,"(64,34)"
2016-06-30,16.1327707,75.69614,RIOTS,2016,6,30,3,"(64,34)"
2016-08-29,16.11478427,75.69614,RIOTS,2016,8,29,0,"(64,34)"
2017-05-16,16.11478427,75.69614,RIOTS,2017,5,16,1,"(64,34)"
2017-05-16,16.11478427,75.69614,RIOTS,2017,5,16,1,"(64,34)"
2017-05-30,16.15075714,75.69614,RIOTS,2017,5,30,1,"(65,34)"
2017-06-09,16.22270286,75.69614,RIOTS,2017,6,9,4,"(66,34)"
2017-06-13,16.15975035,75.69614,RIOTS,2017,6,13,1,"(65,34)"
2017-07-10,16.15975035,75.69614,RIOTS,2017,7,10,0,"(65,34)"
2017-07-11,16.15975035,75.69614,RIOTS,2017,7,11,1,"(65,34)"
2017-09-01,16.18672918,75.67741112,RIOTS,2017,9,1,4,"(65,34)"
2018-01-23,16.1327707,75.69614,RIOTS,2018,1,23,1,"(64,34)"
2018-01-26,16.18671689,75.77105551,RIOTS,2018,1,26,4,"(65,36)"
2018-05-14,16.19572322,75.69614,RIOTS,2018,5,14,0,"(65,34)"
2018-07-27,16.18672816,75.72423332,RIOTS,2018,7,27,4,"(65,35)"
2018-09-15,16.22270286,75.69614,RIOTS,2018,9,15,5,"(66,34)"
2018-09-15,16.22270286,75.69614,RIOTS,2018,9,15,5,"(66,34)"
2019-08-20,16.449779,75.076291,RIOTS,2019,8,20,1,"(69,22)"
2019-08-20,16.449763,75.076225,RIOTS,2019,8,20,1,"(69,22)"
2020-06-16,16.29470848,75.8910915,RIOTS,2020,6,16,1,"(66,38)"
2020-08-13,16.09679784,75.69614,RIOTS,2020,8,13,3,"(64,34)"
2021-10-18,16.1867298,75.70550444,RIOTS,2021,10,18,0,"(65,34)"
2022-04-09,16.14176392,75.69614,RIOTS,2022,4,9,5,"(64,34)"
2022-04-09,16.34860789,75.69614,RIOTS,2022,4,9,5,"(67,34)"
2022-07-24,16.19122661,75.69614,RIOTS,2022,7,24,6,"(65,34)"
2022-12-20,16.29920509,75.8910915,RIOTS,2022,12,20,1,"(67,38)"
2023-01-25,16.18670951,75.60249562,RIOTS,2023,1,25,2,"(65,32)"
2023-02-04,16.07881141,75.69614,RIOTS,2023,2,4,5,"(64,34)"
2023-02-10,16.493519,75.132414,RIOTS,2023,2,10,4,"(69,23)"
2023-03-26,16.47075,75.159639,RIOTS,2023,3,26,6,"(69,24)"
2023-03-27,16.463722,75.181231,RIOTS,2023,3,27,0,"(69,24)"
2023-06-08,16.424644,75.108678,RIOTS,2023,6,8,3,"(68,23)"
2023-07-04,16.488311,75.132179,RIOTS,2023,7,4,1,"(69,23)"
2023-10-06,16.510401,75.159736,RIOTS,2023,10,6,4,"(69,24)"
2024-01-09,16.47863,75.130734,RIOTS,2024,1,9,1,"(69,23)"
2024-01-30,16.464848,75.111174,RIOTS,2024,1,30,1,"(69,23)"
2016-02-21,16.18667755,75.54630901,RIOTS,2016,2,21,6,"(65,31)"
2016-02-21,16.18666362,75.52758014,RIOTS,2016,2,21,6,"(65,31)"
2016-03-02,16.02485211,75.69614,RIOTS,2016,3,2,2,"(63,34)"
2016-04-14,16.41139485,75.457993,RIOTS,2016,4,14,3,"(68,30)"
2016-04-14,16.41140316,75.47674336,RIOTS,2016,4,14,3,"(68,30)"
2016-06-23,16.4114148,75.51424409,RIOTS,2016,6,23,3,"(68,31)"
2016-09-03,16.18672816,75.72423332,RIOTS,2016,9,3,5,"(65,35)"
2016-11-02,16.1867005,75.80851325,RIOTS,2016,11,2,2,"(65,37)"
2017-03-24,16.18668984,75.56503788,RIOTS,2017,3,24,4,"(65,32)"
2017-05-16,16.1866839,75.83660656,RIOTS,2017,5,16,1,"(65,37)"
2017-12-17,16.18672672,75.73359775,RIOTS,2017,12,17,6,"(65,35)"
2018-02-16,15.91693352,75.69614,RIOTS,2018,2,16,4,"(61,34)"
2018-03-08,16.18665604,75.87406429,RIOTS,2018,3,8,3,"(65,38)"
2018-03-31,16.1867298,75.70550444,RIOTS,2018,3,31,5,"(65,34)"
2018-06-28,16.41139007,75.44861782,RIOTS,2018,6,28,3,"(68,29)"
2019-01-09,16.335305,75.642127,RIOTS,2019,1,9,2,"(67,33)"
2019-04-12,16.321448,75.691439,RIOTS,2019,4,12,4,"(67,34)"
2019-05-04,16.345263,75.592291,RIOTS,2019,5,4,5,"(67,32)"
2019-05-04,16.345314,75.592413,RIOTS,2019,5,4,5,"(67,32)"
2019-06-04,16.386865,75.491399,RIOTS,2019,6,4,1,"(68,30)"
2019-07-15,16.270846,75.570891,RIOTS,2019,7,15,0,"(66,32)"
2019-11-03,16.392996,75.5234,RIOTS,2019,11,3,6,"(68,31)"
2020-01-02,16.509195,75.570824,RIOTS,2020,1,2,3,"(69,32)"
2020-05-26,16.39785,75.689204,RIOTS,2020,5,26,1,"(68,34)"
2020-07-29,16.1867005,75.80851325,RIOTS,2020,7,29,2,"(65,37)"
2020-09-20,16.18664805,75.88342872,RIOTS,2020,9,20,6,"(65,38)"
2020-10-25,16.18670951,75.78978438,RIOTS,2020,10,25,6,"(65,36)"
2021-01-01,16.512152,75.432788,RIOTS,2021,1,1,4,"(69,29)"
2021-01-07,16.344549,75.619952,RIOTS,2021,1,7,3,"(67,33)"
2021-03-20,16.239752,75.548132,RIOTS,2021,3,20,5,"(66,31)"
2021-09-12,16.393157,75.445908,RIOTS,2021,9,12,6,"(68,29)"
2021-12-01,16.18668984,75.82724212,RIOTS,2021,12,1,2,"(65,37)"
2022-05-03,16.41694569,75.22198423,RIOTS,2022,5,3,1,"(68,25)"
2022-05-04,16.41694569,75.22198423,RIOTS,2022,5,4,2,"(68,25)"
2022-05-09,16.44739286,75.56112,RIOTS,2022,5,9,0,"(69,32)"
2023-04-08,16.18670951,75.78978438,RIOTS,2023,4,8,5,"(65,36)"
2023-07-13,16.41691512,75.1938579,RIOTS,2023,7,13,3,"(68,24)"
2023-07-30,16.18663965,75.89279315,RIOTS,2023,7,30,6,"(65,38)"
2023-12-28,16.329454,75.641133,RIOTS,2023,12,28,3,"(67,33)"
2016-02-09,16.18670951,75.60249562,RIOTS,2016,2,9,1,"(65,32)"
2016-03-12,16.18672816,75.72423332,RIOTS,2016,3,12,5,"(65,35)"
2016-03-12,16.18672816,75.72423332,RIOTS,2016,3,12,5,"(65,35)"
2016-03-28,16.18670951,75.78978438,RIOTS,2016,3,28,0,"(65,36)"
2016-04-16,16.18670951,75.60249562,RIOTS,2016,4,16,5,"(65,32)"
2016-06-16,16.18660195,75.93025086,RIOTS,2016,6,16,3,"(65,39)"
2016-06-17,16.18660195,75.93025086,RIOTS,2016,6,17,4,"(65,39)"
2016-06-19,16.18672262,75.75232663,RIOTS,2016,6,19,6,"(65,35)"
2017-03-07,16.18656938,75.95834414,RIOTS,2017,3,7,1,"(65,40)"
2018-12-16,16.1866839,75.55567344,RIOTS,2018,12,16,6,"(65,31)"
2019-03-11,16.053159,75.680716,RIOTS,2019,3,11,0,"(63,34)"
2019-03-11,16.053235,75.679886,RIOTS,2019,3,11,0,"(63,34)"
2020-05-18,16.04907,75.790798,RIOTS,2020,5,18,0,"(63,36)"
2020-07-23,16.18670951,75.60249562,RIOTS,2020,7,23,3,"(65,32)"
2020-08-31,16.18660195,75.93025086,RIOTS,2020,8,31,0,"(65,39)"
2021-06-20,16.070407,75.745605,RIOTS,2021,6,20,6,"(63,35)"
2021-06-21,16.070265,75.751797,RIOTS,2021,6,21,0,"(63,35)"
2021-11-27,16.1867005,75.80851325,RIOTS,2021,11,27,5,"(65,37)"
2022-03-28,16.11478427,75.69614,RIOTS,2022,3,28,0,"(64,34)"
2022-12-19,16.18670951,75.60249562,RIOTS,2022,12,19,0,"(65,32)"
2023-10-06,15.994258,75.78728,RIOTS,2023,10,6,4,"(62,36)"
2023-10-20,15.654585,75.654585,RIOTS,2023,10,20,4,"(58,33)"
2023-10-21,15.452565,68.526545,RIOTS,2023,10,21,5,"(55,1)"
2024-02-26,15.256545,75.258456,RIOTS,2024,2,26,0,"(53,26)"
2024-02-27,15.258545,75.258545,RIOTS,2024,2,27,1,"(53,26)"
2016-01-08,16.1867005,75.58376675,RIOTS,2016,1,8,4,"(65,32)"
2016-01-11,16.18663965,75.49948685,RIOTS,2016,1,11,0,"(65,30)"
2016-02-09,16.33062146,75.69614,RIOTS,2016,2,9,1,"(67,34)"
2016-05-13,16.1867298,75.68677556,RIOTS,2016,5,13,4,"(65,34)"
2016-05-19,16.18670951,75.78978438,RIOTS,2016,5,19,3,"(65,36)"
2016-06-18,16.16874357,75.69614,RIOTS,2016,6,18,5,"(65,34)"
2016-06-18,16.16874357,75.69614,RIOTS,2016,6,18,5,"(65,34)"
2016-06-19,16.31263502,75.69614,RIOTS,2016,6,19,6,"(67,34)"
2016-06-19,16.1867005,75.58376675,RIOTS,2016,6,19,6,"(65,32)"
2016-11-17,16.38458075,75.69614,RIOTS,2016,11,17,3,"(68,34)"
2016-12-08,16.32162824,75.69614,RIOTS,2016,12,8,3,"(67,34)"
2017-03-05,16.18670951,75.78978438,RIOTS,2017,3,5,6,"(65,36)"
2017-03-08,16.17773678,75.69614,RIOTS,2017,3,8,2,"(65,34)"
2017-05-05,16.18669538,75.57440231,RIOTS,2017,5,5,4,"(65,32)"
2018-01-23,16.4115604,75.69614,RIOTS,2018,1,23,1,"(68,34)"
2018-11-28,16.15975035,75.69614,RIOTS,2018,11,28,2,"(65,34)"
2019-01-25,16.056109,76.058625,RIOTS,2019,1,25,4,"(63,42)"
2019-01-26,16.055602,76.08047,RIOTS,2019,1,26,5,"(63,42)"
2019-07-07,16.17516,76.094488,RIOTS,2019,7,7,6,"(65,42)"
2019-11-18,16.33062146,75.69614,RIOTS,2019,11,18,0,"(67,34)"
2019-11-18,16.33062146,75.69614,RIOTS,2019,11,18,0,"(67,34)"
2020-03-24,16.065091,76.057876,RIOTS,2020,3,24,1,"(63,42)"
2020-04-08,16.063335,75.965521,RIOTS,2020,4,8,2,"(63,40)"
2020-07-02,16.057006,76.134644,RIOTS,2020,7,2,3,"(63,43)"
2020-07-22,16.42055362,75.69614,RIOTS,2020,7,22,2,"(68,34)"
2021-01-01,16.207869,76.061007,RIOTS,2021,1,1,4,"(65,42)"
2021-02-22,16.17773678,75.69614,RIOTS,2021,2,22,0,"(65,34)"
2021-03-24,16.181735,76.000134,RIOTS,2021,3,24,2,"(65,40)"
2021-05-04,16.100164,76.028597,RIOTS,2021,5,4,1,"(64,41)"
2021-05-05,16.035601,76.055395,RIOTS,2021,5,5,2,"(63,41)"
2022-10-20,16.18223339,75.69614,RIOTS,2022,10,20,3,"(65,34)"
2022-10-23,16.18223339,75.69614,RIOTS,2022,10,23,6,"(65,34)"
2023-03-01,16.43854005,75.69614,RIOTS,2023,3,1,2,"(68,34)"
2023-06-01,16.18669538,75.57440231,RIOTS,2023,6,1,3,"(65,32)"
2023-11-26,16.066633,76.060412,RIOTS,2023,11,26,6,"(63,42)"
2024-02-25,16.223073,76.042994,RIOTS,2024,2,25,6,"(66,41)"
2016-03-15,15.90716584,76.11351,RIOTS,2016,3,15,1,"(61,43)"
2016-03-16,15.95023678,76.11351,RIOTS,2016,3,16,2,"(62,43)"
2016-05-01,16.23169608,75.69614,RIOTS,2016,5,1,6,"(66,34)"
2016-05-02,16.23169608,75.69614,RIOTS,2016,5,2,0,"(66,34)"
2017-09-16,16.16874357,75.69614,RIOTS,2017,9,16,5,"(65,34)"
2017-11-12,16.18672918,75.71486888,RIOTS,2017,11,12,6,"(65,35)"
2017-11-12,16.18672816,75.72423332,RIOTS,2017,11,12,6,"(65,35)"
2018-09-04,16.15975035,75.69614,RIOTS,2018,9,4,1,"(65,34)"
2018-11-11,16.15975035,75.69614,RIOTS,2018,11,11,6,"(65,34)"
2018-12-29,15.95922995,76.11818687,RIOTS,2018,12,29,5,"(62,43)"
2018-12-29,15.95922995,76.11818687,RIOTS,2018,12,29,5,"(62,43)"
2019-12-14,15.963288,76.115058,RIOTS,2019,12,14,5,"(62,43)"
2019-12-14,15.963189,76.114975,RIOTS,2019,12,14,5,"(62,43)"
2020-04-04,15.9592298,76.12286373,RIOTS,2020,4,4,5,"(62,43)"
2020-05-29,15.95023678,76.11351,RIOTS,2020,5,29,4,"(62,43)"
2020-06-23,15.966104,76.106353,RIOTS,2020,6,23,1,"(62,43)"
2020-06-24,16.18672816,75.66804668,RIOTS,2020,6,24,2,"(65,34)"
2020-07-02,16.17773678,75.69614,RIOTS,2020,7,2,3,"(65,34)"
2020-08-30,15.9592298,76.12286373,RIOTS,2020,8,30,6,"(62,43)"
2020-08-30,15.95023678,76.11351,RIOTS,2020,8,30,6,"(62,43)"
2020-11-09,16.22270286,75.69614,RIOTS,2020,11,9,0,"(66,34)"
2020-11-24,15.95023678,76.11351,RIOTS,2020,11,24,1,"(62,43)"
2020-11-24,15.95023678,76.11351,RIOTS,2020,11,24,1,"(62,43)"
2021-05-24,15.936209,76.10243,RIOTS,2021,5,24,0,"(62,42)"
2023-11-24,15.967409,76.113223,RIOTS,2023,11,24,4,"(62,43)"
2023-11-27,15.057412,76.052021,RIOTS,2023,11,27,0,"(50,41)"
2023-12-05,15.095541,76.112733,RIOTS,2023,12,5,1,"(50,43)"
2023-12-27,15.057279,76.006486,RIOTS,2023,12,27,2,"(50,41)"
2024-01-06,15.966529,76.111818,RIOTS,2024,1,6,5,"(62,43)"
2017-04-12,16.18659151,75.93961529,RIOTS,2017,4,12,2,"(65,39)"
2017-07-22,16.34701005,76.208,RIOTS,2017,7,22,5,"(67,45)"
2017-10-03,16.18664805,75.88342872,RIOTS,2017,10,3,1,"(65,38)"
2018-02-13,16.18670951,75.78978438,RIOTS,2018,2,13,1,"(65,36)"
2018-05-31,16.18667079,75.85533542,RIOTS,2018,5,31,3,"(65,37)"
