FIR_Date,Latitude,Longitude,CrimeGroup_Name,Year,Month,Day,DayOfWeek,grid
2020-04-10,15.14574828,76.94546053,PUBLIC SAFETY,2020,4,10,4,"(51,59)"
2020-04-11,15.15474322,76.91751,PUBLIC SAFETY,2020,4,11,5,"(51,59)"
2020-04-11,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,11,5,"(51,59)"
2020-04-13,15.14574828,76.94546053,PUBLIC SAFETY,2020,4,13,0,"(51,59)"
2020-04-13,15.14574828,76.94546053,PUBLIC SAFETY,2020,4,13,0,"(51,59)"
2020-04-13,15.14574828,76.94546053,PUBLIC SAFETY,2020,4,13,0,"(51,59)"
2020-04-14,15.15474322,76.91751,PUBLIC SAFETY,2020,4,14,1,"(51,59)"
2020-04-15,15.14574828,76.94546053,PUBLIC SAFETY,2020,4,15,2,"(51,59)"
2020-04-17,15.15474322,76.91751,PUBLIC SAFETY,2020,4,17,4,"(51,59)"
2020-04-18,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,18,5,"(51,59)"
2020-04-18,15.15474322,76.91751,PUBLIC SAFETY,2020,4,18,5,"(51,59)"
2020-04-19,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,19,6,"(51,59)"
2020-04-19,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,19,6,"(51,59)"
2020-04-19,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,19,6,"(51,59)"
2020-04-19,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,19,6,"(51,59)"
2020-04-20,15.14574828,76.94546053,PUBLIC SAFETY,2020,4,20,0,"(51,59)"
2020-04-21,15.15474322,76.91751,PUBLIC SAFETY,2020,4,21,1,"(51,59)"
2020-04-21,15.15474322,76.91751,PUBLIC SAFETY,2020,4,21,1,"(51,59)"
2020-04-21,15.15474322,76.91751,PUBLIC SAFETY,2020,4,21,1,"(51,59)"
2020-04-22,15.15474322,76.91751,PUBLIC SAFETY,2020,4,22,2,"(51,59)"
2020-04-24,15.15474322,76.91751,PUBLIC SAFETY,2020,4,24,4,"(51,59)"
2020-04-26,15.15474322,76.91751,PUBLIC SAFETY,2020,4,26,6,"(51,59)"
2020-07-12,15.15474322,76.91751,PUBLIC SAFETY,2020,7,12,6,"(51,59)"
2021-04-24,15.14574981,76.92682684,PUBLIC SAFETY,2021,4,24,5,"(51,59)"
2021-05-02,15.15474322,76.91751,PUBLIC SAFETY,2021,5,2,6,"(51,59)"
2021-05-03,15.15474322,76.91751,PUBLIC SAFETY,2021,5,3,0,"(51,59)"
2021-05-03,15.15474322,76.91751,PUBLIC SAFETY,2021,5,3,0,"(51,59)"
2021-05-04,15.15474322,76.91751,PUBLIC SAFETY,2021,5,4,1,"(51,59)"
2021-05-05,15.14574924,76.93614369,PUBLIC SAFETY,2021,5,5,2,"(51,59)"
2021-05-06,15.14574924,76.93614369,PUBLIC SAFETY,2021,5,6,3,"(51,59)"
2021-05-06,15.14574828,76.94546053,PUBLIC SAFETY,2021,5,6,3,"(51,59)"
2021-05-08,15.15474322,76.91751,PUBLIC SAFETY,2021,5,8,5,"(51,59)"
2021-05-08,15.14574981,76.90819316,PUBLIC SAFETY,2021,5,8,5,"(51,59)"
2021-05-13,15.14574998,76.92030505,PUBLIC SAFETY,2021,5,13,3,"(51,59)"
2021-05-13,15.14574998,76.92030505,PUBLIC SAFETY,2021,5,13,3,"(51,59)"
2021-05-13,15.15474322,76.91751,PUBLIC SAFETY,2021,5,13,3,"(51,59)"
2021-05-14,15.15474322,76.91751,PUBLIC SAFETY,2021,5,14,4,"(51,59)"
2021-05-17,15.14574694,76.95477737,PUBLIC SAFETY,2021,5,17,0,"(51,60)"
2021-05-17,15.14574828,76.94546053,PUBLIC SAFETY,2021,5,17,0,"(51,59)"
2021-05-18,15.14574694,76.95477737,PUBLIC SAFETY,2021,5,18,1,"(51,60)"
2021-05-19,15.15474322,76.91751,PUBLIC SAFETY,2021,5,19,2,"(51,59)"
2021-05-23,15.13675678,76.91751,PUBLIC SAFETY,2021,5,23,6,"(51,59)"
2021-06-03,15.15474322,76.91751,PUBLIC SAFETY,2021,6,3,3,"(51,59)"
2021-06-04,15.15474322,76.91751,PUBLIC SAFETY,2021,6,4,4,"(51,59)"
2022-01-12,15.13675678,76.91751,PUBLIC SAFETY,2022,1,12,2,"(51,59)"
2020-03-30,15.14567358,77.10384682,PUBLIC SAFETY,2020,3,30,0,"(51,63)"
2020-04-11,15.05581784,76.91751,PUBLIC SAFETY,2020,4,11,5,"(50,59)"
2020-04-11,15.14574312,76.97341106,PUBLIC SAFETY,2020,4,11,5,"(51,60)"
2020-04-14,15.1457309,76.82434158,PUBLIC SAFETY,2020,4,14,1,"(51,57)"
2020-04-21,15.20228723,77.05413219,PUBLIC SAFETY,2020,4,21,1,"(52,62)"
2020-04-21,15.05581784,76.91751,PUBLIC SAFETY,2020,4,21,1,"(50,59)"
2020-04-21,15.07380427,76.91751,PUBLIC SAFETY,2020,4,21,1,"(50,59)"
2020-04-22,15.14574064,76.8522921,PUBLIC SAFETY,2020,4,22,2,"(51,57)"
2020-04-24,15.14574312,76.97341106,PUBLIC SAFETY,2020,4,24,4,"(51,60)"
2020-04-24,15.14574694,76.95477737,PUBLIC SAFETY,2020,4,24,4,"(51,60)"
2020-04-25,15.29223166,76.9795775,PUBLIC SAFETY,2020,4,25,5,"(53,60)"
2020-04-26,15.24726558,76.9795775,PUBLIC SAFETY,2020,4,26,6,"(52,60)"
2020-04-28,15.05581784,76.91751,PUBLIC SAFETY,2020,4,28,1,"(50,59)"
2021-05-02,15.14573777,76.84297526,PUBLIC SAFETY,2021,5,2,6,"(51,57)"
2021-05-03,15.24726558,76.9795775,PUBLIC SAFETY,2021,5,3,0,"(52,60)"
2021-05-07,15.1457309,76.82434158,PUBLIC SAFETY,2021,5,7,4,"(51,57)"
2021-05-10,15.2562588,76.9795775,PUBLIC SAFETY,2021,5,10,0,"(53,60)"
2021-08-20,15.29223166,76.9795775,PUBLIC SAFETY,2021,8,20,4,"(53,60)"
2021-09-01,15.29223166,76.9795775,PUBLIC SAFETY,2021,9,1,2,"(53,60)"
2022-01-17,15.07380427,76.91751,PUBLIC SAFETY,2022,1,17,0,"(50,59)"
2017-06-24,15.15474322,76.91751,PUBLIC SAFETY,2017,6,24,5,"(51,59)"
2021-12-25,15.14574981,76.92682684,PUBLIC SAFETY,2021,12,25,5,"(51,59)"
2020-04-04,15.11800295,76.928146,PUBLIC SAFETY,2020,4,4,5,"(51,59)"
2020-04-04,15.14574924,76.93614369,PUBLIC SAFETY,2020,4,4,5,"(51,59)"
2020-04-06,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,6,0,"(51,59)"
2020-04-06,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,6,0,"(51,59)"
2020-04-06,15.15474322,76.91751,PUBLIC SAFETY,2020,4,6,0,"(51,59)"
2020-04-09,15.13535,76.931136,PUBLIC SAFETY,2020,4,9,3,"(51,59)"
2020-04-09,15.14574828,76.94546053,PUBLIC SAFETY,2020,4,9,3,"(51,59)"
2020-04-10,15.12699617,76.928146,PUBLIC SAFETY,2020,4,10,4,"(51,59)"
2020-04-10,15.04338413,76.91751,PUBLIC SAFETY,2020,4,10,4,"(50,59)"
2020-04-10,15.14571776,77.0385435,PUBLIC SAFETY,2020,4,10,4,"(51,61)"
2020-04-10,15.14574287,76.97444183,PUBLIC SAFETY,2020,4,10,4,"(51,60)"
2020-04-10,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,10,4,"(51,59)"
2020-04-11,15.140705,76.927076,PUBLIC SAFETY,2020,4,11,5,"(51,59)"
2020-04-11,15.137094,76.926749,PUBLIC SAFETY,2020,4,11,5,"(51,59)"
2020-04-13,15.13598938,76.928146,PUBLIC SAFETY,2020,4,13,0,"(51,59)"
2020-04-13,15.0978582,76.91751,PUBLIC SAFETY,2020,4,13,0,"(50,59)"
2020-04-13,15.14498184,76.94677962,PUBLIC SAFETY,2020,4,13,0,"(51,59)"
2020-04-14,15.12776357,76.91751,PUBLIC SAFETY,2020,4,14,1,"(51,59)"
2020-04-14,15.12776357,76.91751,PUBLIC SAFETY,2020,4,14,1,"(51,59)"
2020-04-14,15.136182,76.9370749,PUBLIC SAFETY,2020,4,14,1,"(51,59)"
2020-04-14,15.12776357,76.91751,PUBLIC SAFETY,2020,4,14,1,"(51,59)"
2020-04-15,15.142436,76.924781,PUBLIC SAFETY,2020,4,15,2,"(51,59)"
2020-04-15,15.136367,76.931592,PUBLIC SAFETY,2020,4,15,2,"(51,59)"
2020-04-15,15.12699617,76.928146,PUBLIC SAFETY,2020,4,15,2,"(51,59)"
2020-04-15,15.14498184,76.94677962,PUBLIC SAFETY,2020,4,15,2,"(51,59)"
2020-04-16,15.14498184,76.94677962,PUBLIC SAFETY,2020,4,16,3,"(51,59)"
2020-04-17,15.14498184,76.94677962,PUBLIC SAFETY,2020,4,17,4,"(51,59)"
2020-04-17,15.14498088,76.95609643,PUBLIC SAFETY,2020,4,17,4,"(51,60)"
2020-04-18,15.14498184,76.94677962,PUBLIC SAFETY,2020,4,18,5,"(51,59)"
2020-04-18,15.32001166,76.91751,PUBLIC SAFETY,2020,4,18,5,"(53,59)"
2020-04-19,15.14574924,76.93614369,PUBLIC SAFETY,2020,4,19,6,"(51,59)"
2020-04-20,15.12699617,76.928146,PUBLIC SAFETY,2020,4,20,0,"(51,59)"
2020-04-23,15.13675678,76.91751,PUBLIC SAFETY,2020,4,23,3,"(51,59)"
2020-04-23,15.14485068,76.91751,PUBLIC SAFETY,2020,4,23,3,"(51,59)"
2020-04-24,15.12699617,76.928146,PUBLIC SAFETY,2020,4,24,4,"(51,59)"
2020-04-24,15.13675678,76.91751,PUBLIC SAFETY,2020,4,24,4,"(51,59)"
2020-04-24,15.14498184,76.94677962,PUBLIC SAFETY,2020,4,24,4,"(51,59)"
2020-04-25,15.14574924,76.93614369,PUBLIC SAFETY,2020,4,25,5,"(51,59)"
2020-04-25,15.14568724,77.08637132,PUBLIC SAFETY,2020,4,25,5,"(51,62)"
2020-04-29,15.14498184,76.94677962,PUBLIC SAFETY,2020,4,29,2,"(51,59)"
2020-07-05,15.11877035,76.91751,PUBLIC SAFETY,2020,7,5,6,"(51,59)"
2021-05-05,15.14125339,76.91751,PUBLIC SAFETY,2021,5,5,2,"(51,59)"
2021-05-05,15.08149833,76.91751,PUBLIC SAFETY,2021,5,5,2,"(50,59)"
2021-05-05,15.14568592,77.08813918,PUBLIC SAFETY,2021,5,5,2,"(51,62)"
2021-05-07,15.14498184,76.94677962,PUBLIC SAFETY,2021,5,7,4,"(51,59)"
2021-05-08,15.12776357,76.91751,PUBLIC SAFETY,2021,5,8,5,"(51,59)"
2021-05-09,15.14498184,76.94677962,PUBLIC SAFETY,2021,5,9,6,"(51,59)"
2021-05-12,15.14573016,76.82257453,PUBLIC SAFETY,2021,5,12,2,"(51,57)"
2021-05-12,15.14574924,76.93614369,PUBLIC SAFETY,2021,5,12,2,"(51,59)"
2021-05-13,15.13675678,76.91751,PUBLIC SAFETY,2021,5,13,3,"(51,59)"
2021-05-13,15.14574924,76.93614369,PUBLIC SAFETY,2021,5,13,3,"(51,59)"
2021-05-13,15.12776357,76.91751,PUBLIC SAFETY,2021,5,13,3,"(51,59)"
2021-05-14,15.14497463,76.9883088,PUBLIC SAFETY,2021,5,14,4,"(51,60)"
2021-05-15,15.11306001,76.91751,PUBLIC SAFETY,2021,5,15,5,"(51,59)"
2021-05-15,15.12776357,76.91751,PUBLIC SAFETY,2021,5,15,5,"(51,59)"
2021-05-15,15.11877035,76.91751,PUBLIC SAFETY,2021,5,15,5,"(51,59)"
2021-05-15,15.14574924,76.93614369,PUBLIC SAFETY,2021,5,15,5,"(51,59)"
2021-05-17,15.14498088,76.95609643,PUBLIC SAFETY,2021,5,17,0,"(51,60)"
2021-05-18,15.12776357,76.91751,PUBLIC SAFETY,2021,5,18,1,"(51,59)"
2021-05-18,15.12699617,76.928146,PUBLIC SAFETY,2021,5,18,1,"(51,59)"
2021-05-19,15.14498184,76.94677962,PUBLIC SAFETY,2021,5,19,2,"(51,59)"
2021-05-19,15.10977714,76.91751,PUBLIC SAFETY,2021,5,19,2,"(51,59)"
2021-05-20,15.14574981,76.92682684,PUBLIC SAFETY,2021,5,20,3,"(51,59)"
2021-05-20,15.14574828,76.94546053,PUBLIC SAFETY,2021,5,20,3,"(51,59)"
2021-05-20,15.14574828,76.94546053,PUBLIC SAFETY,2021,5,20,3,"(51,59)"
2021-05-21,15.13675678,76.91751,PUBLIC SAFETY,2021,5,21,4,"(51,59)"
2021-05-21,15.14574924,76.93614369,PUBLIC SAFETY,2021,5,21,4,"(51,59)"
2021-05-25,15.13675678,76.91751,PUBLIC SAFETY,2021,5,25,1,"(51,59)"
2021-05-28,15.11800295,76.928146,PUBLIC SAFETY,2021,5,28,4,"(51,59)"
2021-05-28,15.14498184,76.94677962,PUBLIC SAFETY,2021,5,28,4,"(51,59)"
2021-05-30,15.14574981,76.92682684,PUBLIC SAFETY,2021,5,30,6,"(51,59)"
2021-05-31,15.12776357,76.91751,PUBLIC SAFETY,2021,5,31,0,"(51,59)"
2021-05-31,15.14498184,76.94677962,PUBLIC SAFETY,2021,5,31,0,"(51,59)"
2021-05-31,15.14574981,76.92682684,PUBLIC SAFETY,2021,5,31,0,"(51,59)"
2021-06-01,15.13598938,76.928146,PUBLIC SAFETY,2021,6,1,1,"(51,59)"
2021-06-01,15.14574924,76.93614369,PUBLIC SAFETY,2021,6,1,1,"(51,59)"
2021-06-04,15.13178194,76.91751,PUBLIC SAFETY,2021,6,4,4,"(51,59)"
2021-06-05,14.98244246,76.928146,PUBLIC SAFETY,2021,6,5,5,"(49,59)"
2021-06-13,15.11877035,76.91751,PUBLIC SAFETY,2021,6,13,6,"(51,59)"
2021-07-01,15.12699617,76.928146,PUBLIC SAFETY,2021,7,1,3,"(51,59)"
2022-01-16,15.14574981,76.90819316,PUBLIC SAFETY,2022,1,16,6,"(51,59)"
2022-01-16,15.14574981,76.92682684,PUBLIC SAFETY,2022,1,16,6,"(51,59)"
2020-03-29,15.14574924,76.89887631,PUBLIC SAFETY,2020,3,29,6,"(51,58)"
2020-04-18,15.16373643,76.91751,PUBLIC SAFETY,2020,4,18,5,"(51,59)"
2021-05-05,15.16373643,76.91751,PUBLIC SAFETY,2021,5,5,2,"(51,59)"
2021-05-05,15.16373643,76.91751,PUBLIC SAFETY,2021,5,5,2,"(51,59)"
2021-05-05,15.16373643,76.91751,PUBLIC SAFETY,2021,5,5,2,"(51,59)"
2021-05-06,15.13675678,76.91751,PUBLIC SAFETY,2021,5,6,3,"(51,59)"
2021-05-13,15.13675678,76.91751,PUBLIC SAFETY,2021,5,13,3,"(51,59)"
2021-05-13,15.14574981,76.90819316,PUBLIC SAFETY,2021,5,13,3,"(51,59)"
2021-05-18,15.16373643,76.91751,PUBLIC SAFETY,2021,5,18,1,"(51,59)"
2021-05-19,15.14574981,76.92682684,PUBLIC SAFETY,2021,5,19,2,"(51,59)"
2021-05-19,15.17272965,76.91751,PUBLIC SAFETY,2021,5,19,2,"(51,59)"
2021-05-20,15.15474322,76.91751,PUBLIC SAFETY,2021,5,20,3,"(51,59)"
2021-05-30,15.14574981,76.90819316,PUBLIC SAFETY,2021,5,30,6,"(51,59)"
2021-06-01,15.13675678,76.91751,PUBLIC SAFETY,2021,6,1,1,"(51,59)"
2021-06-07,15.15474322,76.91751,PUBLIC SAFETY,2021,6,7,0,"(51,59)"
2022-01-17,15.14574924,76.89887631,PUBLIC SAFETY,2022,1,17,0,"(51,58)"
2022-02-08,15.14574828,76.94546053,PUBLIC SAFETY,2022,2,8,1,"(51,59)"
2020-04-14,15.211948,76.645743,PUBLIC SAFETY,2020,4,14,1,"(52,53)"
2020-04-16,15.14570702,76.77775737,PUBLIC SAFETY,2020,4,16,3,"(51,56)"
2020-04-24,15.2175785,76.41606943,PUBLIC SAFETY,2020,4,24,4,"(52,49)"
2021-05-10,15.14574522,76.87092579,PUBLIC SAFETY,2021,5,10,0,"(51,58)"
2021-05-10,15.14574522,76.87092579,PUBLIC SAFETY,2021,5,10,0,"(51,58)"
2021-05-10,15.14574522,76.87092579,PUBLIC SAFETY,2021,5,10,0,"(51,58)"
2021-05-17,15.14574924,76.93614369,PUBLIC SAFETY,2021,5,17,0,"(51,59)"
2021-05-18,15.00332518,76.5525221,PUBLIC SAFETY,2021,5,18,1,"(49,51)"
2021-05-19,15.14125339,76.91751,PUBLIC SAFETY,2021,5,19,2,"(51,59)"
2021-06-01,15.1997093,76.91751,PUBLIC SAFETY,2021,6,1,1,"(52,59)"
2021-06-08,15.14574522,76.87092579,PUBLIC SAFETY,2021,6,8,1,"(51,58)"
2021-06-17,15.14572249,76.80570789,PUBLIC SAFETY,2021,6,17,3,"(51,57)"
2021-06-27,15.04829126,76.5525221,PUBLIC SAFETY,2021,6,27,6,"(50,51)"
2020-04-13,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,13,0,"(51,59)"
2020-04-13,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,13,0,"(51,59)"
2020-04-14,15.14574924,76.93614369,PUBLIC SAFETY,2020,4,14,1,"(51,59)"
2020-04-14,15.14574981,76.92682684,PUBLIC SAFETY,2020,4,14,1,"(51,59)"
2020-04-19,15.16992562,76.9488885,PUBLIC SAFETY,2020,4,19,6,"(51,59)"
2020-04-25,15.14574924,76.93614369,PUBLIC SAFETY,2020,4,25,5,"(51,59)"
2021-05-02,15.17891883,76.9488885,PUBLIC SAFETY,2021,5,2,6,"(52,59)"
2021-05-02,15.16373643,76.91751,PUBLIC SAFETY,2021,5,2,6,"(51,59)"
2021-05-02,15.15474322,76.91751,PUBLIC SAFETY,2021,5,2,6,"(51,59)"
2021-05-02,15.15474322,76.91751,PUBLIC SAFETY,2021,5,2,6,"(51,59)"
2021-05-03,15.14574981,76.90819316,PUBLIC SAFETY,2021,5,3,0,"(51,59)"
2021-05-03,15.16992562,76.9488885,PUBLIC SAFETY,2021,5,3,0,"(51,59)"
2021-05-03,15.15474322,76.91751,PUBLIC SAFETY,2021,5,3,0,"(51,59)"
2021-05-03,15.17891883,76.9488885,PUBLIC SAFETY,2021,5,3,0,"(52,59)"
2021-05-04,15.15474322,76.91751,PUBLIC SAFETY,2021,5,4,1,"(51,59)"
2021-05-06,15.17891883,76.9488885,PUBLIC SAFETY,2021,5,6,3,"(52,59)"
2021-05-09,15.16373643,76.91751,PUBLIC SAFETY,2021,5,9,6,"(51,59)"
2021-05-09,15.16373643,76.91751,PUBLIC SAFETY,2021,5,9,6,"(51,59)"
2021-05-09,15.17891883,76.9488885,PUBLIC SAFETY,2021,5,9,6,"(52,59)"
2021-05-17,15.14574924,76.89887631,PUBLIC SAFETY,2021,5,17,0,"(51,58)"
2021-05-19,15.17891883,76.9488885,PUBLIC SAFETY,2021,5,19,2,"(52,59)"
